39,5,ACADEMY ARMAGEDDON,MENA TEMPLE,10.99,0,3617,2
40,10,ACADEMY ARMY,FAY NEESON,25.99,0,3297,0
41,16,ACADEMY ARSENIC,ROBERT AFFLECK,15.99,0,4365,3
42,15,ACADEMY ARTIST,MICHAEL REYNOLDS,11.99,0,3839,3
43,16,ACADEMY ATLANTIS,SALMA VOIGHT,13.99,0,5481,1
44,15,ACADEMY ATTACKS,SCARLETT TURNER,19.99,0,1628,1
45,14,ACADEMY ATTRACTION,JESSICA JACKMAN,26.99,0,2911,0
46,11,ACADEMY AUTUMN,CATE PFEIFFER,21.99,0,8382,2
47,3,ACADEMY BABY,JON DAY-LEWIS,11.99,0,3605,1
48,15,ACADEMY BACKLASH,LIZA TURNER,26.99,0,4961,1
49,7,ACADEMY BADMAN,LIAM MOORE,14.99,0,726,0
50,11,ACADEMY BAKED,FAY GARCIA,15.99,0,4274,3
51,10,ACADEMY BALLOON,MARLON DICAPRIO,24.99,0,1573,3
52,11,ACADEMY BALLROOM,DEBBIE KEATON,20.99,0,8300,1
53,4,ACADEMY BANG,NATALIE FISHER,22.99,0,3383,3
54,3,ACADEMY BANGER,ADRIEN HAWKE,25.99,0,2937,0
55,14,ACADEMY BARBARELLA,ANGELINA PESCI,18.99,0,7080,0
56,8,ACADEMY BAREFOOT,BOB TAUTOU,11.99,0,3018,2
57,13,ACADEMY BASIC,ANJELICA CAGE,10.99,0,7809,2
58,8,ACADEMY BEACH,LAURENCE BRIDGES,21.99,0,5951,1
59,5,ACADEMY BEAR,JODIE THURMAN,12.99,0,5258,2
60,10,ACADEMY BEAST,ROBERT DEE,10.99,0,9238,0
61,8,ACADEMY BEAUTY,ROBERT DEAN,15.99,0,8783,1
62,14,ACADEMY BED,ANDY MOORE,14.99,0,6260,3
63,5,ACADEMY BEDAZZLED,DANIEL DAY-LEWIS,21.99,0,6747,3
64,12,ACADEMY BEETHOVEN,HUME DAFOE,15.99,0,2310,1
65,9,ACADEMY BEHAVIOR,KIM CHAPLIN, 9.99,0,3822,1
66,12,ACADEMY BENEATH,MARISA DIAZ,20.99,0,6860,3
67,12,ACADEMY BERETS,MARISA FIELD, 9.99,0,8440,2
68,11,ACADEMY BETRAYED,HUME KEATON,16.99,0,8019,2
69,3,ACADEMY BEVERLY,ANNETTE BAILEY,23.99,0,6190,2
70,10,ACADEMY BIKINI,ADRIEN AFFLECK,15.99,0,6554,3
71,3,ACADEMY BILKO,MATT FOSTER,27.99,0,3133,3
72,3,ACADEMY BILL,JUDE CHASE,26.99,0,9042,0
73,7,ACADEMY BINGO,SANDRA PALTROW,20.99,0,9325,0
74,15,ACADEMY BIRCH,TIM LANCASTER,19.99,0,9392,3
75,14,ACADEMY BIRD,MARLON MALDEN,29.99,0,3246,3
76,10,ACADEMY BIRDCAGE,OPRAH MCQUEEN,25.99,0,2628,2
77,8,ACADEMY BIRDS,REESE COOPER,27.99,0,6645,1
78,10,ACADEMY BLACKOUT,MARISA MANSFIELD,20.99,0,5791,0
79,12,ACADEMY BLADE,ROBIN KEATON,19.99,0,4899,2
80,1,ACADEMY BLANKET,HELEN SILVERSTONE,22.99,0,1440,1
81,4,ACADEMY BLINDNESS,ALAN HARRIS,24.99,0,8130,2
82,8,ACADEMY BLOOD,ZERO HURT,10.99,0,6408,2
83,4,ACADEMY BLUES,MADELINE DAY,28.99,0,4629,1
84,14,ACADEMY BOILED,VAL WEST,27.99,0,3336,2
85,4,ACADEMY BONNIE,VAL HURT,18.99,0,9673,0
86,8,ACADEMY BOOGIE,PARKER RUSH,28.99,0,7617,3
87,6,ACADEMY BOONDOCK,KIRK HANNAH,20.99,0,1911,1
88,6,ACADEMY BORN,SUSAN MONROE,13.99,0,8655,0
89,6,ACADEMY BORROWERS,MARISA CRUZ,21.99,0,5964,0
90,9,ACADEMY BOULEVARD,ED LAW, 9.99,0,91,3
91,10,ACADEMY BOUND,SIDNEY ROBBINS,28.99,0,4480,1
92,13,ACADEMY BOWFINGER,WHOOPI MCQUEEN,12.99,0,8823,1
93,15,ACADEMY BRANNIGAN,JODIE POITIER,14.99,0,1224,3
94,10,ACADEMY BRAVEHEART,SYLVESTER PENN,12.99,0,1672,0
95,11,ACADEMY BREAKFAST,CARRIE CRAWFORD,13.99,0,139,0
96,2,ACADEMY BREAKING,MARISA HORNE,28.99,0,6143,0
97,7,ACADEMY BRIDE,JANE JOHANSSON,15.99,0,9124,2
98,4,ACADEMY BRIGHT,JAMES BAILEY,26.99,0,3564,3
99,1,ACADEMY BRINGING,DARYL KEITEL,22.99,0,3277,3
100,11,ACADEMY BROOKLYN,ANJELICA FOSTER,25.99,0,6988,2
101,15,ACADEMY BROTHERHOOD,OLYMPIA FIELD,15.99,0,1891,2
102,1,ACADEMY BUBBLE,CHEVY BOLGER,14.99,0,5892,0
103,15,ACADEMY BUCKET,ANNE WEAVER,28.99,0,2570,2
104,3,ACADEMY BUGSY,JODIE LOREN,26.99,0,5266,2
105,12,ACADEMY BULL,ELVIS DEAN,22.99,0,167,3
106,6,ACADEMY BULWORTH,JULIANNE DAMON,17.99,0,6800,2
107,8,ACADEMY BUNCH,MICHELLE DICAPRIO,15.99,0,7593,1
108,11,ACADEMY BUTCH,RUBY ANISTON,26.99,0,3215,2
109,9,ACADEMY BUTTERFLY,ELIZABETH STREEP,14.99,0,5144,3
110,10,ACADEMY CABIN,RIVER KIDMAN,29.99,0,3440,1
111,1,ACADEMY CADDYSHACK,ADRIEN ASTAIRE,19.99,0,7083,3
112,9,ACADEMY CALENDAR,BELA HUDSON,13.99,0,9234,0
113,2,ACADEMY CALIFORNIA,MINNIE DENCH,21.99,0,9616,3
114,3,ACADEMY CAMELOT,OPRAH HURT,25.99,0,5787,2
115,12,ACADEMY CAMPUS,BRAD WAHLBERG,25.99,0,1015,1
116,4,ACADEMY CANDIDATE,BRAD SARANDON,24.99,0,1734,3
117,13,ACADEMY CANDLES,WILLIAM BOGART,26.99,0,6925,1
118,7,ACADEMY CANYON,GINA MONROE,21.99,0,813,1
119,3,ACADEMY CAPER,CAMERON MOORE,27.99,0,2109,2
120,9,ACADEMY CARIBBEAN,UMA FIELD,25.99,0,383,2
121,7,ACADEMY CAROL,JENNIFER DAVIS,12.99,0,4338,0
122,11,ACADEMY CARRIE,JESSICA BULLOCK,10.99,0,7860,2
123,15,ACADEMY CASABLANCA,ANNETTE TAUTOU, 9.99,0,1772,3
124,2,ACADEMY CASPER,LENA GRANT,22.99,0,5395,1
125,14,ACADEMY CASSIDY,SYLVESTER LOLLOBRIGIDA,13.99,0,3743,1
126,2,ACADEMY CASUALTIES,HENRY SARANDON,24.99,0,8493,3
127,12,ACADEMY CAT,JULIA MCQUEEN,22.99,0,5789,2
128,1,ACADEMY CATCH,LENA PRESLEY,11.99,0,1959,3
129,14,ACADEMY CAUSE,CLINT PINKETT,23.99,0,1056,3
130,2,ACADEMY CELEBRITY,ETHAN HURT,13.99,0,6577,3
131,4,ACADEMY CENTER,PEARL JOVOVICH,28.99,0,2947,2
132,11,ACADEMY CHAINSAW,DREW TAYLOR,23.99,0,8326,3
133,13,ACADEMY CHAMBER,LEELEE BACALL,21.99,0,7745,1
134,2,ACADEMY CHAMPION,CHRISTOPHER THERON,12.99,0,4431,1
135,11,ACADEMY CHANCE,GLENN BOLGER,27.99,0,1042,3
136,12,ACADEMY CHAPLIN,HALLE HACKMAN,17.99,0,5997,0
137,15,ACADEMY CHARADE,SHIRLEY HEPBURN,23.99,0,4717,1
138,4,ACADEMY CHARIOTS,LAURA DENIRO,15.99,0,7495,1
139,8,ACADEMY CHASING,SALLY CRUISE,11.99,0,1846,0
140,15,ACADEMY CHEAPER,RICHARD DRIVER,22.99,0,1755,0
141,16,ACADEMY CHICAGO,CAMERON ROBERTS,27.99,0,9942,2
142,11,ACADEMY CHICKEN,ROBERT HUDSON,27.99,0,4053,0
143,14,ACADEMY CHILL,MATTHEW CHAPLIN,15.99,0,5326,1
144,11,ACADEMY CHINATOWN,JESSICA PENN,20.99,0,2687,0
145,12,ACADEMY CHISUM,DUSTIN HOFFMAN,22.99,0,3494,2
146,7,ACADEMY CHITTY,ANJELICA FOSTER,10.99,0,8791,3
147,9,ACADEMY CHOCOLAT,CLINT DREYFUSS,16.99,0,8538,2
148,13,ACADEMY CHOCOLATE,CHARLES GRANT,17.99,0,6005,3
149,2,ACADEMY CHRISTMAS,CHEVY TAUTOU,25.99,0,3957,1
150,9,ACADEMY CIDER,WILL POITIER,29.99,0,206,0
151,15,ACADEMY CINCINATTI,ANDY TORN,17.99,0,2199,3
152,10,ACADEMY CIRCUS,JESSICA BERGMAN,17.99,0,6019,3
153,10,ACADEMY CITIZEN,RENEE DAFOE,23.99,0,9626,1
154,7,ACADEMY CLASH,TIM GARBO,28.99,0,9009,3
155,4,ACADEMY CLEOPATRA,THORA WAHLBERG,10.99,0,9684,2
156,1,ACADEMY CLERKS,FAY CROWE,22.99,0,7487,0
157,12,ACADEMY CLOCKWORK,SCARLETT GABLE,14.99,0,6753,3
158,10,ACADEMY CLONES,JAMES MCQUEEN, 9.99,1,3638,3
159,2,ACADEMY CLOSER,RENEE DIAZ,15.99,0,7298,1
160,1,ACADEMY CLUB,SIDNEY OLIVIER, 9.99,0,1768,2
161,3,ACADEMY CLUE,MEG WALKEN,27.99,0,5478,0
162,14,ACADEMY CLUELESS,CAMERON DAY-LEWIS,18.99,0,5458,1
163,14,ACADEMY CLYDE,HENRY TURNER,29.99,0,1877,0
164,6,ACADEMY COAST,LUCILLE VOIGHT,16.99,0,5174,1
165,9,ACADEMY COLDBLOODED,ALAN ODONNELL,22.99,0,6937,2
166,15,ACADEMY COLOR,MEG DENCH,24.99,0,7883,0
167,6,ACADEMY COMA,MAE FONDA,12.99,0,246,0
168,7,ACADEMY COMANCHEROS,HENRY DAVIS,25.99,0,132,0
169,12,ACADEMY COMFORTS,JULIANNE KIDMAN,14.99,0,5418,3
170,14,ACADEMY COMMAND,INGRID DEGENERES,24.99,0,925,1
171,16,ACADEMY COMMANDMENTS,MARILYN THERON,14.99,0,2781,1
172,8,ACADEMY CONEHEADS,LAURENCE EASTWOOD,27.99,0,9719,2
173,11,ACADEMY CONFESSIONS,REESE WITHERSPOON,17.99,0,3225,2
174,12,ACADEMY CONFIDENTIAL,KARL TANDY,21.99,0,9509,1
175,10,ACADEMY CONFUSED,RALPH BALL,19.99,0,4273,3
176,3,ACADEMY CONGENIALITY,DREW PALTROW,21.99,0,8192,1
177,9,ACADEMY CONNECTICUT,CARRIE RYAN,12.99,0,9256,2
178,5,ACADEMY CONNECTION,DAN DENIRO, 9.99,0,7273,2
179,4,ACADEMY CONQUERER,TOM NICHOLSON,25.99,0,7269,1
180,11,ACADEMY CONSPIRACY,BOB CHAPLIN,25.99,0,3227,1
181,14,ACADEMY CONTACT,RUSSELL CAMPBELL,17.99,0,9815,2
182,12,ACADEMY CONTROL,CAMERON TURNER, 9.99,0,3078,0
183,5,ACADEMY CONVERSATION,MARISA BALE,19.99,0,5872,1
184,7,ACADEMY CORE,LANA FIELD,10.99,0,6633,3
185,6,ACADEMY COWBOY,EDWARD WOOD,13.99,0,1012,2
186,1,ACADEMY CRAFT,CHARLES BIRCH,25.99,0,2565,3
187,3,ACADEMY CRANES,RENEE LAW,17.99,0,4484,3
188,5,ACADEMY CRAZY,CHEVY BALE,24.99,0,7307,3
189,14,ACADEMY CREATURES,MERYL GUINESS,12.99,0,9390,1
190,9,ACADEMY CREEPERS,THORA BALL,20.99,0,677,1
191,2,ACADEMY CROOKED,BURT FINNEY,14.99,0,9071,2
192,8,ACADEMY CROSSING,KIM GARBO,25.99,0,7162,2
193,12,ACADEMY CROSSROADS,HARRISON HOPE,20.99,0,675,2
194,4,ACADEMY CROW,ANGELA AKROYD,24.99,0,9693,1
195,3,ACADEMY CROWDS,MADELINE BALE,14.99,0,7398,2
196,4,ACADEMY CRUELTY,DEBBIE MIRANDA,24.99,0,7650,2
197,7,ACADEMY CRUSADE,BEN HUSTON,11.99,0,4594,2
198,13,ACADEMY CRYSTAL,HUGH KELLY,29.99,0,4393,2
199,10,ACADEMY CUPBOARD,AL HARRIS,24.99,0,6477,0
200,13,ACADEMY CURTAIN,KIRSTEN GRANT,10.99,0,7747,3
201,1,ACADEMY CYCLONE,GLENN KILMER,18.99,0,4138,2
202,16,ACADEMY DADDY,ELIZABETH TAYLOR,24.99,0,6503,2
203,15,ACADEMY DAISY,JACK BLANCHETT,19.99,0,4390,1
204,16,ACADEMY DALMATIONS,FRANCES BLANCHETT,24.99,0,8606,3
205,9,ACADEMY DANCES,LENA MCQUEEN,20.99,0,9263,3
206,4,ACADEMY DANCING,KATE FOSTER,12.99,0,7926,3
207,10,ACADEMY DANGEROUS,KIRSTEN HOFFMAN,20.99,0,9936,0
208,1,ACADEMY DARES,GINA HEPBURN,29.99,0,6133,2
209,16,ACADEMY DARKNESS,JULIETTE HUNT,19.99,0,1240,0
210,5,ACADEMY DARKO,ALBERT BASINGER,19.99,0,5586,2
211,10,ACADEMY DARLING,JOHN GABLE,13.99,0,543,3
212,6,ACADEMY DARN,RIVER BARRYMORE,16.99,0,1429,1
213,16,ACADEMY DATE,ANJELICA PRESLEY,29.99,0,5788,1
214,6,ACADEMY DAUGHTER,KATHARINE PACINO,22.99,0,5611,0
215,3,ACADEMY DAWN,NATALIE BRIDGES,24.99,0,2117,3
216,5,ACADEMY DAY,NATALIE DICAPRIO,21.99,0,5477,3
217,13,ACADEMY DAZED,EWAN ODONNELL,25.99,0,3279,3
218,11,ACADEMY DECEIVER,EWAN TURNER, 9.99,0,8194,2
219,6,ACADEMY DEEP,NICOLAS GOODING,19.99,0,4673,1
220,16,ACADEMY DEER,DENZEL NICHOLSON,13.99,0,9409,3
221,5,ACADEMY DELIVERANCE,PAUL IRONS,10.99,0,489,3
222,11,ACADEMY DESERT,MADELINE GOLDBERG,15.99,0,9096,1
223,15,ACADEMY DESIRE,WALTER PFEIFFER,14.99,0,6978,3
224,10,ACADEMY DESPERATE,AL COOPER,21.99,0,2269,3
225,13,ACADEMY DESTINATION,MARILYN COOPER, 9.99,0,4139,0
226,14,ACADEMY DESTINY,UMA HORNE,18.99,0,5743,3
227,2,ACADEMY DETAILS,BEN HUSTON, 9.99,0,375,1
228,6,ACADEMY DETECTIVE,ALEC PINKETT,28.99,0,408,2
229,12,ACADEMY DEVIL,GLENN DICAPRIO,20.99,0,9679,2
230,2,ACADEMY DIARY,MEG GOODING,28.99,0,6223,1
231,11,ACADEMY DINOSAUR,CHARLIZE CRUZ,25.99,0,2307,3
232,15,ACADEMY DIRTY,BOB DICAPRIO,13.99,0,1194,0
233,15,ACADEMY DISCIPLE,MARLON CLOSE,22.99,0,9843,0
234,14,ACADEMY DISTURBING,OPRAH WEST,29.99,0,4380,3
235,3,ACADEMY DIVIDE,EMILY BENING,27.99,0,4175,2
236,15,ACADEMY DIVINE,JOHN MIRANDA,26.99,0,5800,0
237,15,ACADEMY DIVORCE,DAN OLIVIER,26.99,0,8481,1
238,5,ACADEMY DOCTOR,MARLENE SORVINO,12.99,0,4101,0
239,2,ACADEMY DOGMA,WILLIAM STREEP,15.99,0,2526,0
240,3,ACADEMY DOLLS,ROBERT NEWMAN,11.99,0,3167,3
241,4,ACADEMY DONNIE,WILLEM TORN,12.99,0,1659,3
242,8,ACADEMY DOOM,JEFF ALLEN,24.99,0,976,3
243,11,ACADEMY DOORS,ZERO JOVOVICH,24.99,0,9820,0
244,5,ACADEMY DORADO,DARYL DEE,17.99,0,307,2
245,4,ACADEMY DOUBLE,JESSICA FREEMAN,18.99,0,4362,2
246,14,ACADEMY DOUBTFIRE,LAURENCE MARTIN,15.99,0,351,0
247,8,ACADEMY DOWNHILL,TIM CAGE,10.99,0,9278,3
248,16,ACADEMY DOZEN,SIDNEY TURNER,14.99,0,897,2
249,1,ACADEMY DRACULA,DENZEL BRODY,14.99,0,6781,2
250,12,ACADEMY DRAGON,GRACE BRANDO,20.99,0,9277,3
251,6,ACADEMY DRAGONFLY,SHIRLEY WILLIS,25.99,0,8152,3
252,12,ACADEMY DREAM,NATALIE PITT,24.99,0,6139,3
253,13,ACADEMY DRIFTER,MEG PACINO,26.99,0,8951,0
254,5,ACADEMY DRIVER,RUBY LEWIS, 9.99,0,1854,2
255,7,ACADEMY DRIVING,HUME BRANDO,24.99,0,2851,2
256,3,ACADEMY DROP,INGRID BOLGER,28.99,0,1445,2
257,8,ACADEMY DRUMLINE,LUCILLE PRESLEY,15.99,0,3050,0
258,5,ACADEMY DRUMS,ELLEN CRUZ,21.99,0,1008,2
259,8,ACADEMY DUCK,CARY DRIVER,27.99,0,5337,2
260,8,ACADEMY DUDE,CARRIE SINATRA,22.99,0,5463,2
261,13,ACADEMY DUFFEL,CUBA ODONNELL,14.99,0,8160,2
262,15,ACADEMY DUMBO,MENA BRODY,13.99,0,9437,3
263,2,ACADEMY DURHAM,GRETA BALL,20.99,0,4850,1
264,12,ACADEMY DWARFS,ALAN ANISTON,13.99,0,1471,3
265,13,ACADEMY DYING,HUME ODONNELL,19.99,0,5901,3
266,14,ACADEMY DYNAMITE,GLENN HARRIS,24.99,0,155,3
267,14,ACADEMY EAGLES,MINNIE WILLIAMS,28.99,0,644,1
268,6,ACADEMY EARLY,STEVE KUDROW,10.99,0,9309,1
269,7,ACADEMY EARRING,CANDICE BERRY,12.99,0,5186,2
270,3,ACADEMY EARTH,JEREMY BRANAGH,29.99,0,7831,2
271,1,ACADEMY EASY,MATTHEW RYDER,27.99,0,3846,3
272,13,ACADEMY EDGE,GLENN HOPE,10.99,1,2389,0
273,10,ACADEMY EFFECT,JADA COOPER,29.99,0,5432,0
274,1,ACADEMY EGG,RIP BENING,12.99,0,2684,0
275,11,ACADEMY EGYPT,SIGOURNEY BASINGER,24.99,0,5668,2
276,10,ACADEMY ELEMENT,JEFF WEST,16.99,0,7706,1
277,7,ACADEMY ELEPHANT,LIZA AKROYD,29.99,0,476,3
278,7,ACADEMY ELF,ANTHONY MALDEN,18.99,0,8799,2
279,14,ACADEMY ELIZABETH,PENELOPE CARREY,19.99,0,6774,0
280,1,ACADEMY EMPIRE,RUBY DENCH,22.99,0,2940,0
281,10,ACADEMY ENCINO,JOHN BENING,29.99,0,1105,3
282,5,ACADEMY ENCOUNTERS,SIGOURNEY CHASE,23.99,0,9611,0
283,7,ACADEMY ENDING,NICOLE STALLONE,13.99,0,5288,2
284,4,ACADEMY ENEMY,WHOOPI DAMON,14.99,0,8148,3
285,11,ACADEMY ENGLISH,SYLVESTER BRANAGH,14.99,0,4093,0
286,4,ACADEMY ENOUGH,DAN KEATON,19.99,0,861,0
287,7,ACADEMY ENTRAPMENT,GARY BARRYMORE,26.99,0,530,0
288,15,ACADEMY ESCAPE,PENELOPE LOREN,10.99,0,7497,1
289,4,ACADEMY EVE,DANIEL LAW,27.99,0,1197,0
290,14,ACADEMY EVERYONE,GROUCHO KELLY,10.99,0,5517,2
291,12,ACADEMY EVOLUTION,PEARL MCQUEEN,12.99,0,826,3
292,10,ACADEMY EXCITEMENT,ALICIA CAINE,18.99,0,8160,2
293,9,ACADEMY EXORCIST,RITA LEIGH,24.99,0,190,2
294,13,ACADEMY EXPECATIONS,OLYMPIA CAINE,22.99,0,1093,2
295,12,ACADEMY EXPENDABLE,GRACE MOSTEL,18.99,0,1146,2
296,16,ACADEMY EXPRESS,LAURA CRUZ,20.99,0,6074,0
297,1,ACADEMY EXTRAORDINARY,JULIANNE HAYEK,20.99,0,3417,1
298,2,ACADEMY EYES,SYLVESTER GARCIA,28.99,0,6742,2
299,3,ACADEMY FACTORY,GEOFFREY RUSH,27.99,0,6559,1
300,12,ACADEMY FALCON,SYLVESTER ROBBINS,24.99,0,4953,1
301,5,ACADEMY FAMILY,FAY BOLGER,16.99,0,8108,3
302,9,ACADEMY FANTASIA,DARYL CHAPLIN,22.99,0,1266,2
303,1,ACADEMY FANTASY,CARRIE SANDLER,12.99,0,4467,0
304,1,ACADEMY FARGO,HENRY BOLGER,25.99,0,3074,1
305,14,ACADEMY FATAL,PENELOPE SANDLER,11.99,0,700,1
306,7,ACADEMY FEATHERS,HUGH THERON,28.99,0,5988,2
307,9,ACADEMY FELLOWSHIP,CATE PFEIFFER,20.99,0,2677,2
308,2,ACADEMY FERRIS,REESE PECK,11.99,0,1870,3
309,12,ACADEMY FEUD,HUMPHREY JACKMAN,20.99,0,1895,2
310,4,ACADEMY FEVER,CHRIS DERN,22.99,0,5575,2
311,3,ACADEMY FICTION,CHRIS CHASE,24.99,0,2991,1
312,7,ACADEMY FIDDLER,ALAN LEIGH,19.99,0,8152,2
313,2,ACADEMY FIDELITY,KIRSTEN AFFLECK,25.99,0,9753,1
314,13,ACADEMY FIGHT,WINONA CLOSE,29.99,0,1491,2
315,10,ACADEMY FINDING,DEBBIE PALTROW,24.99,0,3709,1
316,12,ACADEMY FIRE,NEVE NEESON,12.99,0,7501,2
317,9,ACADEMY FIREBALL,GLENN LEIGH,21.99,0,8933,1
318,2,ACADEMY FIREHOUSE,MIRA TAUTOU,27.99,0,7064,3
319,8,ACADEMY FISH,JOE SWANK, 9.99,0,6921,3
320,7,ACADEMY FLAMINGOS,DENZEL BENING,12.99,0,9496,1
321,16,ACADEMY FLASH,WOODY OLIVIER,19.99,0,3176,0
322,14,ACADEMY FLATLINERS,JUDE DAVIS,27.99,0,2223,3
323,2,ACADEMY FLIGHT,LIAM WALKEN,20.99,0,883,2
324,6,ACADEMY FLINTSTONES,GREGORY RUSH,25.99,0,5640,3
325,10,ACADEMY FLOATS,ELVIS KAHN,20.99,0,2521,0
326,8,ACADEMY FLYING,CARY LEIGH,15.99,0,6370,0
327,14,ACADEMY FOOL,WALTER SWANK,29.99,0,5647,2
328,10,ACADEMY FOREVER,CARY MONROE,28.99,0,4809,2
329,5,ACADEMY FORREST,LUCILLE BALL,26.99,0,8892,1
330,13,ACADEMY FORRESTER,JADA CAMPBELL,14.99,0,5633,2
331,8,ACADEMY FORWARD,PARKER DAFOE,16.99,0,7239,1
332,14,ACADEMY FRANKENSTEIN,SALMA DRIVER,17.99,0,9965,1
333,6,ACADEMY FREAKY,ALBERT HURT,22.99,0,6531,2
334,2,ACADEMY FREDDY,SOPHIA KINNEAR,26.99,0,3307,0
335,7,ACADEMY FREEDOM,MARY TOMEI,27.99,0,4254,0
336,3,ACADEMY FRENCH,KIM CARREY, 9.99,0,4238,1
337,7,ACADEMY FRIDA,OPRAH HAYEK,24.99,0,7806,1
338,7,ACADEMY FRISCO,SPENCER HEPBURN,19.99,0,8082,1
339,11,ACADEMY FROGMEN,JENNIFER CAINE,10.99,0,1133,3
340,3,ACADEMY FRONTIER,CLARK KILMER,14.99,0,7349,1
341,3,ACADEMY FROST,MICHAEL CHASE,19.99,0,4555,1
342,8,ACADEMY FUGITIVE,MARY DEGENERES,27.99,0,5692,1
343,11,ACADEMY FULL,NICOLE GOLDBERG,15.99,0,2009,1
344,9,ACADEMY FURY,FRANK FIELD,23.99,0,4734,3
345,9,ACADEMY GABLES,DUSTIN DAMON,22.99,0,9364,0
346,16,ACADEMY GALAXY,JADA GUINESS,17.99,0,900,1
347,5,ACADEMY GAMES,MINNIE MOORE,28.99,0,4621,0
348,9,ACADEMY GANDHI,LIAM MOSTEL,11.99,0,9050,3
349,14,ACADEMY GANGS,NEVE GOLDBERG,16.99,0,9699,0
350,16,ACADEMY GARDEN,DEBBIE TURNER,27.99,0,6340,1
351,15,ACADEMY GASLIGHT,MAE PESCI,13.99,0,3530,0
352,7,ACADEMY GATHERING,INGRID SILVERSTONE,29.99,0,223,0
353,8,ACADEMY GENTLEMEN,RUSSELL WALKEN,14.99,0,5846,2
354,15,ACADEMY GHOST,MERYL LANCASTER,26.99,0,8961,2
355,13,ACADEMY GHOSTBUSTERS,ANTHONY KIDMAN,23.99,0,7040,3
356,11,ACADEMY GIANT,AUDREY BEATTY,10.99,0,4897,0
357,6,ACADEMY GILBERT,BRUCE KAHN,25.99,0,9537,0
358,12,ACADEMY GILMORE,NICOLAS KILMER,22.99,0,4333,1
359,9,ACADEMY GLADIATOR,DORIS FISHER,15.99,0,2914,3
360,2,ACADEMY GLASS,SOPHIA ZELLWEGER,24.99,0,9782,3
361,15,ACADEMY GLEAMING,ROCK HUDSON,14.99,0,9379,0
362,7,ACADEMY GLORY,CHRISTIAN TOMEI,12.99,0,9103,3
363,9,ACADEMY GO,FARRAH FOSTER,10.99,0,5089,1
364,9,ACADEMY GODFATHER,HELEN SANDLER,22.99,0,2866,1
365,14,ACADEMY GOLD,DARYL DIAZ,25.99,0,377,0
366,12,ACADEMY GOLDFINGER,CARMEN WINSLET,11.99,0,2908,1
367,5,ACADEMY GOLDMINE,BRAD DAFOE,26.99,0,3779,3
368,4,ACADEMY GONE,FARRAH THURMAN,24.99,0,6644,1
